repo_id,repository_url,category,quality_rating,description,stars_estimate,notes
101,https://github.com/networkx/networkx,Category 3: Algorithms,extra-high,"Graph algorithms library",15000+,"Comprehensive graph library"
102,https://github.com/pytransitions/transitions,Category 3: Algorithms,high,"State machine library",6000+,"Lightweight FSM"
103,https://github.com/grantjenks/python-sortedcontainers,Category 3: Algorithms,high,"Sorted collections",3000+,"SortedList, SortedDict"
104,https://github.com/seperman/deepdiff,Category 3: Algorithms,high,"Deep difference calculator",2000+,"Object comparison"
105,https://github.com/mahmoud/boltons,Category 3: Algorithms,high,"Python utilities",7000+,"Stdlib extensions"
106,https://github.com/pytoolz/toolz,Category 3: Algorithms,high,"Functional utilities",5000+,"Functional programming helpers"
107,https://github.com/more-itertools/more-itertools,Category 3: Algorithms,high,"Extended itertools",4000+,"Iterator utilities"
108,https://github.com/jd/tenacity,Category 3: Algorithms,high,"Retry library",6000+,"Flexible retry mechanism"
109,https://github.com/omry/omegaconf,Category 3: Algorithms,high,"Hierarchical configuration",2000+,"YAML/dataclass configs"
110,https://github.com/facebookresearch/hydra,Category 3: Algorithms,high,"Configuration framework",9000+,"Dynamic config composition"
111,https://github.com/dry-python/returns,Category 3: Algorithms,high,"Typed functional primitives",3000+,"Maybe, Result types"
112,https://github.com/tobgu/pyrsistent,Category 3: Algorithms,high,"Persistent data structures",2000+,"Immutable collections"
113,https://github.com/tkem/cachetools,Category 3: Algorithms,high,"Extensible memoizing",2000+,"Various cache algorithms"
114,https://github.com/hynek/attrs,Category 3: Algorithms,extra-high,"Classes without boilerplate",5000+,"Attribute management"
115,https://github.com/python-attrs/cattrs,Category 3: Algorithms,high,"Complex objects structuring",1000+,"Serialization/deserialization"
116,https://github.com/Farama-Foundation/Gymnasium,Category 4: Scientific Computing,extra-high,"Maintained Gym fork",7000+,"Active RL environment library"
117,https://github.com/DLR-RM/stable-baselines3,Category 4: Scientific Computing,extra-high,"PyTorch RL algorithms",9000+,"Production-ready RL"
118,https://github.com/thu-ml/tianshou,Category 4: Scientific Computing,high,"RL library",8000+,"PyTorch RL platform"
119,https://github.com/google/dopamine,Category 4: Scientific Computing,high,"RL research framework",10000+,"TensorFlow RL research"
120,https://github.com/AI4Finance-Foundation/FinRL,Category 4: Scientific Computing,high,"Financial RL",10000+,"Trading with RL"
121,https://github.com/scipy/scipy,Category 4: Scientific Computing,extra-high,"Scientific computing",13000+,"Core scientific library"
122,https://github.com/statsmodels/statsmodels,Category 4: Scientific Computing,extra-high,"Statistical models",10000+,"Statistics library"
123,https://github.com/arviz-devs/arviz,Category 4: Scientific Computing,high,"Bayesian visualization",2000+,"Exploratory Bayesian analysis"
124,https://github.com/pyro-ppl/pyro,Category 4: Scientific Computing,high,"Probabilistic programming",9000+,"Deep probabilistic modeling"
125,https://github.com/pyro-ppl/numpyro,Category 4: Scientific Computing,high,"NumPyro",3000+,"JAX-based probabilistic"
126,https://github.com/cornellius-gp/gpytorch,Category 4: Scientific Computing,high,"Gaussian processes",4000+,"GP implementation"
127,https://github.com/pytorch/botorch,Category 4: Scientific Computing,high,"Bayesian optimization",3000+,"BO library"
128,https://github.com/facebookresearch/nevergrad,Category 4: Scientific Computing,high,"Gradient-free optimization",4000+,"Derivative-free optimization"
129,https://github.com/optuna/optuna,Category 4: Scientific Computing,extra-high,"Hyperparameter optimization",11000+,"AutoML framework"
130,https://github.com/hyperopt/hyperopt,Category 4: Scientific Computing,high,"Hyperparameter optimization",7000+,"Distributed optimization"
131,https://github.com/pycaret/pycaret,Category 4: Scientific Computing,high,"Low-code ML",9000+,"Easy ML workflows"
132,https://github.com/EpistasisLab/tpot,Category 4: Scientific Computing,high,"Automated ML",10000+,"Genetic programming ML"
133,https://github.com/dask/dask,Category 4: Scientific Computing,extra-high,"Parallel computing",13000+,"Scalable analytics"
134,https://github.com/modin-project/modin,Category 4: Scientific Computing,high,"Parallel pandas",10000+,"Scalable dataframes"
135,https://github.com/pola-rs/polars,Category 4: Scientific Computing,extra-high,"Fast DataFrames",30000+,"Rust-based DataFrames"
136,https://github.com/numba/numba,Category 4: Scientific Computing,extra-high,"JIT compiler",10000+,"Fast numerical code"
137,https://github.com/cupy/cupy,Category 4: Scientific Computing,high,"GPU NumPy",9000+,"CUDA arrays"
138,https://github.com/taichi-dev/taichi,Category 4: Scientific Computing,high,"Graphics programming",26000+,"High-performance computing"
139,https://github.com/pallets/itsdangerous,Category 5: Small Frameworks,high,"Data signing library",3000+,"Cryptographic signing"
140,https://github.com/Textualize/rich,Category 5: Small Frameworks,extra-high,"Rich text terminal",50000+,"Beautiful terminal output"
141,https://github.com/tqdm/tqdm,Category 5: Small Frameworks,extra-high,"Progress bar",28000+,"Fast progress bars"
142,https://github.com/Textualize/textual,Category 5: Small Frameworks,high,"TUI framework",25000+,"Terminal UI"
143,https://github.com/prompt-toolkit/python-prompt-toolkit,Category 5: Small Frameworks,high,"Interactive CLI",9000+,"Command line toolkit"
144,https://github.com/tartley/colorama,Category 5: Small Frameworks,high,"Cross-platform colored terminal",4000+,"Terminal colors"
145,https://github.com/Delgan/loguru,Category 5: Small Frameworks,high,"Logging made simple",20000+,"Better logging"
146,https://github.com/hynek/structlog,Category 5: Small Frameworks,high,"Structured logging",3000+,"Structured log events"
147,https://github.com/gruns/icecream,Category 5: Small Frameworks,high,"Print debugging",9000+,"Better print debugging"
148,https://github.com/cool-RR/PySnooper,Category 5: Small Frameworks,high,"Debug decorator",16000+,"Never use print again"
149,https://github.com/inducer/pudb,Category 5: Small Frameworks,high,"Visual debugger",3000+,"Full-screen debugger"
151,https://github.com/HypothesisWorks/hypothesis,Category 5: Small Frameworks,high,"Property-based testing",8000+,"Generative testing"
152,https://github.com/spulec/moto,Category 5: Small Frameworks,high,"AWS mocking",8000+,"Mock AWS services"
153,https://github.com/kevin1024/vcrpy,Category 5: Small Frameworks,high,"HTTP recording",3000+,"Record HTTP interactions"
154,https://github.com/getsentry/responses,Category 5: Small Frameworks,high,"Requests mocking",4000+,"Mock HTTP responses"
155,https://github.com/aio-libs/aiohttp,Category 5: Small Frameworks,extra-high,"Async HTTP",15000+,"Async web framework"
156,https://github.com/MagicStack/uvloop,Category 5: Small Frameworks,high,"Fast event loop",10000+,"Drop-in asyncio replacement"
157,https://github.com/python-trio/trio,Category 5: Small Frameworks,high,"Async I/O library",6000+,"Alternative to asyncio"
158,https://github.com/agronholm/anyio,Category 5: Small Frameworks,high,"Async compatibility",2000+,"Backend-agnostic async"
159,https://github.com/benoitc/gunicorn,Category 5: Small Frameworks,extra-high,"WSGI HTTP server",10000+,"Production web server"
160,https://github.com/encode/uvicorn,Category 5: Small Frameworks,high,"ASGI server",9000+,"Fast ASGI server"
161,https://github.com/falconry/falcon,Category 5: Small Frameworks,high,"REST framework",10000+,"Minimal REST API"
162,https://github.com/bottlepy/bottle,Category 5: Small Frameworks,high,"Micro web framework",8000+,"Single file framework"
163,https://github.com/cherrypy/cherrypy,Category 5: Small Frameworks,high,"Web framework",2000+,"Object-oriented framework"
164,https://github.com/sanic-org/sanic,Category 5: Small Frameworks,high,"Async web framework",18000+,"Fast async HTTP"
165,https://github.com/marshmallow-code/marshmallow,Category 5: Small Frameworks,high,"Serialization library",7000+,"Object serialization"
166,https://github.com/pygame/pygame,Category 6: Games,extra-high,"Game development library",7000+,"Python game framework"
167,https://github.com/pythonarcade/arcade,Category 6: Games,high,"2D game library",2000+,"Modern game library"
168,https://github.com/pyglet/pyglet,Category 6: Games,high,"OpenGL library",2000+,"Windowing and multimedia"
169,https://github.com/kitao/pyxel,Category 6: Games,high,"Retro game engine",15000+,"Fantasy console"
170,https://github.com/lordmauve/pgzero,Category 6: Games,high,"Pygame Zero",1000+,"Simplified pygame"
171,https://github.com/PySimpleGUI/PySimpleGUI,Category 6: Games,high,"Simple GUI",13000+,"Easy GUI creation"
172,https://github.com/kivy/kivy,Category 6: Games,extra-high,"Cross-platform UI",18000+,"Mobile/desktop UI"
173,https://github.com/niklasf/python-chess,Category 6: Games,high,"Chess library",2000+,"Move generation"
176,https://github.com/plotly/plotly.py,Category 6: Visualization,high,"Interactive visualization",16000+,"Interactive plots"
177,https://github.com/bokeh/bokeh,Category 6: Visualization,high,"Interactive visualization",20000+,"Browser-based plots"
178,https://github.com/altair-viz/altair,Category 6: Visualization,high,"Declarative visualization",9000+,"Vega-Lite wrapper"
179,https://github.com/holoviz/holoviews,Category 6: Visualization,high,"High-level visualization",3000+,"Data-driven plotting"
180,https://github.com/has2k1/plotnine,Category 6: Visualization,high,"Grammar of graphics",4000+,"ggplot2 for Python"
181,https://github.com/pyqtgraph/pyqtgraph,Category 6: Visualization,high,"Scientific graphics",4000+,"Fast plotting"
182,https://github.com/pyvista/pyvista,Category 6: Visualization,high,"3D visualization",3000+,"VTK wrapper"
183,https://github.com/jakevdp/PythonDataScienceHandbook,Category 7: Educational,extra-high,"Data science book",43000+,"Jupyter notebooks"
184,https://github.com/ageron/handson-ml2,Category 7: Educational,extra-high,"ML book code",28000+,"Hands-on ML book"
185,https://github.com/ageron/handson-ml3,Category 7: Educational,extra-high,"ML book 3rd edition",8000+,"Updated ML book"
186,https://github.com/wesm/pydata-book,Category 7: Educational,high,"Python for Data Analysis",22000+,"Classic data book"
187,https://github.com/fchollet/deep-learning-with-python-notebooks,Category 7: Educational,high,"Deep learning book",18000+,"Keras creator's book"
188,https://github.com/fastai/fastbook,Category 7: Educational,high,"FastAI book",22000+,"Practical deep learning"
189,https://github.com/fastai/fastai,Category 7: Educational,extra-high,"FastAI library",26000+,"Deep learning library"
190,https://github.com/d2l-ai/d2l-en,Category 7: Educational,extra-high,"Dive into Deep Learning",23000+,"Interactive DL book"
191,https://github.com/probml/pyprobml,Category 7: Educational,high,"Probabilistic ML book",7000+,"Murphy's book code"
192,https://github.com/joelgrus/data-science-from-scratch,Category 7: Educational,high,"Data science book",9000+,"From scratch implementations"
193,https://github.com/trekhleb/learn-python,Category 7: Educational,high,"Python learning",16000+,"Language features"
194,https://github.com/jerry-git/learn-python3,Category 7: Educational,high,"Python 3 learning",6000+,"Jupyter tutorials"
195,https://github.com/micropython/micropython,Category 8: Compilers,extra-high,"MicroPython",19000+,"Python for microcontrollers"
196,https://github.com/cython/cython,Category 8: Compilers,extra-high,"Python to C compiler",9000+,"Optimizing compiler"
197,https://github.com/Nuitka/Nuitka,Category 8: Compilers,high,"Python compiler",12000+,"Compiles to C"
198,https://github.com/RustPython/RustPython,Category 8: Compilers,high,"Python in Rust",19000+,"Rust implementation"
199,https://github.com/dabeaz/ply,Category 8: Compilers,high,"Python lex-yacc",3000+,"Classic parser tools"
200,https://github.com/pyparsing/pyparsing,Category 8: Compilers,high,"Parsing module",2000+,"Grammar-based parsing"
201,https://github.com/erikrose/parsimonious,Category 8: Compilers,high,"PEG parser",2000+,"Clean PEG parser"
202,https://github.com/pandas-dev/pandas,Category 9: Data Processing,extra-high,"Data analysis library",44000+,"Core data library"
203,https://github.com/numpy/numpy,Category 9: Data Processing,extra-high,"Numerical computing",27000+,"Core numerical library"
204,https://github.com/apache/airflow,Category 9: Data Processing,extra-high,"Workflow management",37000+,"DAG scheduling"
205,https://github.com/prefecthq/prefect,Category 9: Data Processing,high,"Modern workflow",17000+,"Dataflow automation"
206,https://github.com/dagster-io/dagster,Category 9: Data Processing,high,"Data orchestrator",12000+,"Data pipeline tool"
207,https://github.com/spotify/luigi,Category 9: Data Processing,high,"Pipeline framework",18000+,"Batch processing"
208,https://github.com/great-expectations/great_expectations,Category 9: Data Processing,high,"Data validation",10000+,"Data quality"
209,https://github.com/pandera-dev/pandera,Category 9: Data Processing,high,"DataFrame validation",3000+,"Type checking for data"
210,https://github.com/mlflow/mlflow,Category 9: Data Processing,extra-high,"ML lifecycle",19000+,"Experiment tracking"
211,https://github.com/wandb/wandb,Category 9: Data Processing,high,"ML experiment tracking",9000+,"Experiment management"
212,https://github.com/iterative/dvc,Category 9: Data Processing,high,"Data version control",14000+,"ML data versioning"
213,https://github.com/evidentlyai/evidently,Category 9: Data Processing,high,"ML monitoring",5000+,"Model monitoring"
214,https://github.com/secdev/scapy,Category 10: Networking,extra-high,"Packet manipulation",10000+,"Network tool"
215,https://github.com/gevent/gevent,Category 10: Networking,high,"Coroutine networking",6000+,"Green threads"
216,https://github.com/pyca/cryptography,Category 10: Security,extra-high,"Cryptographic recipes",7000+,"Crypto library"
217,https://github.com/Legrandin/pycryptodome,Category 10: Security,high,"Cryptography library",3000+,"PyCrypto fork"
218,https://github.com/lucidrains/denoising-diffusion-pytorch,Category 1: From Scratch,high,"Denoising diffusion implementation",8000+,"Clean diffusion model"
219,https://github.com/lucidrains/perceiver-pytorch,Category 1: From Scratch,high,"Perceiver implementation",1000+,"General perception model"
220,https://github.com/lucidrains/reformer-pytorch,Category 1: From Scratch,high,"Reformer implementation",2000+,"Efficient transformer"
221,https://github.com/lucidrains/linear-attention-transformer,Category 1: From Scratch,high,"Linear attention transformer",1000+,"Efficient attention"
222,https://github.com/lucidrains/performer-pytorch,Category 1: From Scratch,high,"Performer implementation",1000+,"FAVOR+ attention"
223,https://github.com/lucidrains/lambda-networks,Category 1: From Scratch,high,"Lambda Networks",1000+,"Attention alternative"
224,https://github.com/lucidrains/bottleneck-transformer-pytorch,Category 1: From Scratch,high,"Bottleneck Transformer",500+,"Vision transformer variant"
225,https://github.com/lucidrains/g-mlp-pytorch,Category 1: From Scratch,high,"gMLP implementation",500+,"MLP-based architecture"
226,https://github.com/lucidrains/mlp-mixer-pytorch,Category 1: From Scratch,high,"MLP-Mixer implementation",800+,"All-MLP architecture"
227,https://github.com/lucidrains/res-mlp-pytorch,Category 1: From Scratch,high,"ResMLP implementation",300+,"Residual MLP"
228,https://github.com/lucidrains/memory-efficient-attention-pytorch,Category 1: From Scratch,high,"Memory efficient attention",500+,"Flash attention style"
229,https://github.com/lucidrains/flash-attention-jax,Category 1: From Scratch,high,"Flash attention in JAX",200+,"Efficient attention JAX"
230,https://github.com/arogozhnikov/einops,Category 5: Small Frameworks,extra-high,"Tensor operations",8000+,"Flexible tensor manipulation"
231,https://github.com/google/trax,Category 1: From Scratch,high,"Deep learning library",8000+,"Clear code, Reformer"
232,https://github.com/facebookresearch/xformers,Category 1: From Scratch,high,"Transformers building blocks",8000+,"Efficient transformers"
233,https://github.com/kingoflolz/mesh-transformer-jax,Category 1: From Scratch,high,"GPT-J implementation",6000+,"Large scale JAX training"
234,https://github.com/BlinkDL/RWKV-LM,Category 1: From Scratch,high,"RWKV language model",12000+,"RNN-Transformer hybrid"
235,https://github.com/BlinkDL/ChatRWKV,Category 1: From Scratch,high,"ChatRWKV",9000+,"RWKV chat model"
236,https://github.com/alpa-projects/alpa,Category 1: From Scratch,high,"Auto parallelization",3000+,"JAX auto parallelism"
237,https://github.com/young-geng/EasyLM,Category 1: From Scratch,high,"Easy LLM training",3000+,"JAX LLM framework"
